National №,Name,Type,Species,Height in m,Height in pouce,Weight in kg,Weight in lbs,Abilities,Local №,EV yield,Catch rate,Catch rate details,Base Friendship,Base Friendship text,Base Exp.,Growth Rate,Egg Groups,Gender % male,Gender % female,Egg cycles,Egg cycles details,HP,HP Min,HP Max,Attack,Attack Min,Attack Max,Defense,Defense Min,Defense Max,Sp. Atk,Sp. Atk Min,Sp. Atk Max,Sp. Def,Sp. Def Min,Sp. Def Max,Speed,Speed Min,Speed Max,img_url,Generation
773,Silvally,Normal,Synthetic Pokémon,2.3,"7,07",100.5,221.6,1. RKS System,204 (Sun/Moon — Alola dex)260 (U.Sun/U.Moon — Alola dex)382 (Sword/Shield),3 HP,3.0,"0.4% with PokéBall, full HP",0.0,lower than normal,257.0,Slow,Undiscovered,Genderless,,120.0,"30,584–30,840 steps",95.0,300.0,394.0,95.0,175.0,317.0,95.0,175.0,317.0,95.0,175.0,317.0,95.0,175.0,317.0,95.0,175.0,317.0,https://img.pokemondb.net/artwork/silvally.jpg,7.0
774,Minior,Rock Flying,Meteor Pokémon,0.3,"1,00",40.0,88.2,1. Shields Down,213 (Sun/Moon — Alola dex)277 (U.Sun/U.Moon — Alola dex),"1 Defense, 1 Special Defense",30.0,"3.9% with PokéBall, full HP",50.0,normal,154.0,Medium Slow,Mineral,Genderless,,25.0,"6,169–6,425 steps",60.0,230.0,324.0,60.0,112.0,240.0,100.0,184.0,328.0,60.0,112.0,240.0,100.0,184.0,328.0,60.0,112.0,240.0,https://img.pokemondb.net/artwork/minior-meteor.jpg,7.0
775,Komala,Normal,Drowsing Pokémon,0.4,"1,04",19.9,43.9,1. Comatose,222 (Sun/Moon — Alola dex)286 (U.Sun/U.Moon — Alola dex),2 Attack,45.0,"5.9% with PokéBall, full HP",50.0,normal,168.0,Slow,Field,50,50.0,20.0,"4,884–5,140 steps",65.0,240.0,334.0,115.0,211.0,361.0,65.0,121.0,251.0,75.0,139.0,273.0,95.0,175.0,317.0,65.0,121.0,251.0,https://img.pokemondb.net/artwork/komala.jpg,7.0
776,Turtonator,Fire Dragon,Blast Turtle Pokémon,2.0,"6,07",212.0,467.4,1. Shell Armor,224 (Sun/Moon — Alola dex)288 (U.Sun/U.Moon — Alola dex)347 (Sword/Shield),2 Defense,70.0,"9.1% with PokéBall, full HP",50.0,normal,170.0,Medium Fast,"Dragon, Monster",50,50.0,20.0,"4,884–5,140 steps",60.0,230.0,324.0,78.0,144.0,280.0,135.0,247.0,405.0,91.0,168.0,309.0,85.0,157.0,295.0,36.0,69.0,188.0,https://img.pokemondb.net/artwork/turtonator.jpg,7.0
777,Togedemaru,Electric Steel,Roly-Poly Pokémon,0.3,"1,00",3.3,7.3,1. Iron Barbs2. Lightning RodSturdy (hidden ability),225 (Sun/Moon — Alola dex)292 (U.Sun/U.Moon — Alola dex)348 (Sword/Shield),2 Attack,180.0,"23.5% with PokéBall, full HP",50.0,normal,152.0,Medium Fast,"Fairy, Field",50,50.0,10.0,"2,314–2,570 steps",65.0,240.0,334.0,98.0,180.0,324.0,63.0,117.0,247.0,40.0,76.0,196.0,73.0,135.0,269.0,96.0,177.0,320.0,https://img.pokemondb.net/artwork/togedemaru.jpg,7.0
778,Mimikyu,Ghost Fairy,Disguise Pokémon,0.2,"0,08",0.7,1.5,1. Disguise,242 (Sun/Moon — Alola dex)315 (U.Sun/U.Moon — Alola dex)301 (Sword/Shield)046 (The Crown Tundra),2 Special Defense,45.0,"5.9% with PokéBall, full HP",50.0,normal,167.0,Medium Fast,Amorphous,50,50.0,20.0,"4,884–5,140 steps",55.0,220.0,314.0,90.0,166.0,306.0,80.0,148.0,284.0,50.0,94.0,218.0,105.0,193.0,339.0,96.0,177.0,320.0,https://img.pokemondb.net/artwork/mimikyu.jpg,7.0
779,Bruxish,Water Psychic,Gnash Teeth Pokémon,0.9,"2,11",19.0,41.9,1. Dazzling2. Strong JawWonder Skin (hidden ability),243 (Sun/Moon — Alola dex)320 (U.Sun/U.Moon — Alola dex),2 Attack,80.0,"10.5% with PokéBall, full HP",50.0,normal,166.0,Medium Fast,Water 2,50,50.0,15.0,"3,599–3,855 steps",68.0,246.0,340.0,105.0,193.0,339.0,70.0,130.0,262.0,70.0,130.0,262.0,70.0,130.0,262.0,92.0,170.0,311.0,https://img.pokemondb.net/artwork/bruxish.jpg,7.0
780,Drampa,Normal Dragon,Placid Pokémon,3.0,"9,10",185.0,407.9,1. Berserk2. Sap SipperCloud Nine (hidden ability),244 (Sun/Moon — Alola dex)321 (U.Sun/U.Moon — Alola dex)346 (Sword/Shield),2 Special Attack,70.0,"9.1% with PokéBall, full HP",50.0,normal,170.0,Medium Fast,"Dragon, Monster",50,50.0,20.0,"4,884–5,140 steps",78.0,266.0,360.0,60.0,112.0,240.0,85.0,157.0,295.0,135.0,247.0,405.0,91.0,168.0,309.0,36.0,69.0,188.0,https://img.pokemondb.net/artwork/drampa.jpg,7.0
781,Dhelmise,Ghost Grass,Sea Creeper Pokémon,3.9,"12,10",210.0,463.0,1. Steelworker,263 (Sun/Moon — Alola dex)344 (U.Sun/U.Moon — Alola dex)360 (Sword/Shield)162 (The Crown Tundra),2 Attack,25.0,"3.3% with PokéBall, full HP",50.0,normal,181.0,Medium Fast,Mineral,Genderless,,25.0,"6,169–6,425 steps",70.0,250.0,344.0,131.0,240.0,397.0,100.0,184.0,328.0,86.0,159.0,298.0,90.0,166.0,306.0,40.0,76.0,196.0,https://img.pokemondb.net/artwork/dhelmise.jpg,7.0
782,Jangmo-o,Dragon,Scaly Pokémon,0.6,"2,00",29.7,65.5,1. Bulletproof2. SoundproofOvercoat (hidden ability),271 (Sun/Moon — Alola dex)361 (U.Sun/U.Moon — Alola dex)392 (Sword/Shield)165 (The Isle of Armor),1 Defense,45.0,"5.9% with PokéBall, full HP",50.0,normal,60.0,Slow,Dragon,50,50.0,40.0,"10,024–10,280 steps",45.0,200.0,294.0,55.0,103.0,229.0,65.0,121.0,251.0,45.0,85.0,207.0,45.0,85.0,207.0,45.0,85.0,207.0,https://img.pokemondb.net/artwork/jangmo-o.jpg,7.0
783,Hakamo-o,Dragon Fighting,Scaly Pokémon,1.2,"3,11",47.0,103.6,1. Bulletproof2. SoundproofOvercoat (hidden ability),272 (Sun/Moon — Alola dex)362 (U.Sun/U.Moon — Alola dex)393 (Sword/Shield)166 (The Isle of Armor),2 Defense,45.0,"5.9% with PokéBall, full HP",50.0,normal,147.0,Slow,Dragon,50,50.0,40.0,"10,024–10,280 steps",55.0,220.0,314.0,75.0,139.0,273.0,90.0,166.0,306.0,65.0,121.0,251.0,70.0,130.0,262.0,65.0,121.0,251.0,https://img.pokemondb.net/artwork/hakamo-o.jpg,7.0
784,Kommo-o,Dragon Fighting,Scaly Pokémon,1.6,"5,03",78.2,172.4,1. Bulletproof2. SoundproofOvercoat (hidden ability),273 (Sun/Moon — Alola dex)363 (U.Sun/U.Moon — Alola dex)394 (Sword/Shield)167 (The Isle of Armor),3 Defense,45.0,"5.9% with PokéBall, full HP",50.0,normal,270.0,Slow,Dragon,50,50.0,40.0,"10,024–10,280 steps",75.0,260.0,354.0,110.0,202.0,350.0,125.0,229.0,383.0,100.0,184.0,328.0,105.0,193.0,339.0,85.0,157.0,295.0,https://img.pokemondb.net/artwork/kommo-o.jpg,7.0
785,Tapu Koko,Electric Fairy,Land Spirit Pokémon,1.8,"5,11",20.5,45.2,1. Electric SurgeTelepathy (hidden ability),285 (Sun/Moon — Alola dex)383 (U.Sun/U.Moon — Alola dex),3 Speed,3.0,"0.4% with PokéBall, full HP",50.0,normal,257.0,Slow,Undiscovered,Genderless,,15.0,"3,599–3,855 steps",70.0,250.0,344.0,115.0,211.0,361.0,85.0,157.0,295.0,95.0,175.0,317.0,75.0,139.0,273.0,130.0,238.0,394.0,https://img.pokemondb.net/artwork/tapu-koko.jpg,7.0
786,Tapu Lele,Psychic Fairy,Land Spirit Pokémon,1.2,"3,11",18.6,41.0,1. Psychic SurgeTelepathy (hidden ability),286 (Sun/Moon — Alola dex)384 (U.Sun/U.Moon — Alola dex),3 Special Attack,3.0,"0.4% with PokéBall, full HP",50.0,normal,257.0,Slow,Undiscovered,Genderless,,15.0,"3,599–3,855 steps",70.0,250.0,344.0,85.0,157.0,295.0,75.0,139.0,273.0,130.0,238.0,394.0,115.0,211.0,361.0,95.0,175.0,317.0,https://img.pokemondb.net/artwork/tapu-lele.jpg,7.0
787,Tapu Bulu,Grass Fairy,Land Spirit Pokémon,1.9,"6,03",45.5,100.3,1. Grassy SurgeTelepathy (hidden ability),287 (Sun/Moon — Alola dex)385 (U.Sun/U.Moon — Alola dex),3 Attack,3.0,"0.4% with PokéBall, full HP",50.0,normal,257.0,Slow,Undiscovered,Genderless,,15.0,"3,599–3,855 steps",70.0,250.0,344.0,130.0,238.0,394.0,115.0,211.0,361.0,85.0,157.0,295.0,95.0,175.0,317.0,75.0,139.0,273.0,https://img.pokemondb.net/artwork/tapu-bulu.jpg,7.0
788,Tapu Fini,Water Fairy,Land Spirit Pokémon,1.3,"4,03",21.2,46.7,1. Misty SurgeTelepathy (hidden ability),288 (Sun/Moon — Alola dex)386 (U.Sun/U.Moon — Alola dex),3 Special Defense,3.0,"0.4% with PokéBall, full HP",50.0,normal,257.0,Slow,Undiscovered,Genderless,,15.0,"3,599–3,855 steps",70.0,250.0,344.0,75.0,139.0,273.0,115.0,211.0,361.0,95.0,175.0,317.0,130.0,238.0,394.0,85.0,157.0,295.0,https://img.pokemondb.net/artwork/tapu-fini.jpg,7.0
789,Cosmog,Psychic,Nebula Pokémon,0.2,"0,08",0.1,0.2,1. Unaware,289 (Sun/Moon — Alola dex)387 (U.Sun/U.Moon — Alola dex),1 HP,45.0,"5.9% with PokéBall, full HP",0.0,lower than normal,40.0,Slow,Undiscovered,Genderless,,120.0,"30,584–30,840 steps",43.0,196.0,290.0,29.0,56.0,172.0,31.0,60.0,177.0,29.0,56.0,172.0,31.0,60.0,177.0,37.0,71.0,190.0,https://img.pokemondb.net/artwork/cosmog.jpg,7.0
790,Cosmoem,Psychic,Protostar Pokémon,0.1,"0,04",999.9,2204.4,1. Sturdy,290 (Sun/Moon — Alola dex)388 (U.Sun/U.Moon — Alola dex),"1 Defense, 1 Special Defense",45.0,"5.9% with PokéBall, full HP",0.0,lower than normal,140.0,Slow,Undiscovered,Genderless,,120.0,"30,584–30,840 steps",43.0,196.0,290.0,29.0,56.0,172.0,131.0,240.0,397.0,29.0,56.0,172.0,131.0,240.0,397.0,37.0,71.0,190.0,https://img.pokemondb.net/artwork/cosmoem.jpg,7.0
791,Solgaleo,Psychic Steel,Sunne Pokémon,3.4,"11,02",230.0,507.1,1. Full Metal Body,291 (Sun/Moon — Alola dex)389 (U.Sun/U.Moon — Alola dex),3 Attack,45.0,"5.9% with PokéBall, full HP",0.0,lower than normal,306.0,Slow,Undiscovered,Genderless,,120.0,"30,584–30,840 steps",137.0,384.0,478.0,137.0,251.0,410.0,107.0,197.0,344.0,113.0,207.0,357.0,89.0,164.0,304.0,97.0,179.0,322.0,https://img.pokemondb.net/artwork/solgaleo.jpg,7.0
792,Lunala,Psychic Ghost,Moone Pokémon,4.0,"13,01",120.0,264.6,1. Shadow Shield,292 (Sun/Moon — Alola dex)390 (U.Sun/U.Moon — Alola dex),3 Special Attack,45.0,"5.9% with PokéBall, full HP",0.0,lower than normal,306.0,Slow,Undiscovered,Genderless,,120.0,"30,584–30,840 steps",137.0,384.0,478.0,113.0,207.0,357.0,89.0,164.0,304.0,137.0,251.0,410.0,107.0,197.0,344.0,97.0,179.0,322.0,https://img.pokemondb.net/artwork/lunala.jpg,7.0
793,Nihilego,Rock Poison,Parasite Pokémon,1.2,"3,11",55.5,122.4,1. Beast Boost,293 (Sun/Moon — Alola dex)393 (U.Sun/U.Moon — Alola dex),3 Special Defense,45.0,"5.9% with PokéBall, full HP",0.0,lower than normal,257.0,Slow,Undiscovered,Genderless,,120.0,"30,584–30,840 steps",109.0,328.0,422.0,53.0,99.0,225.0,47.0,89.0,212.0,127.0,233.0,388.0,131.0,240.0,397.0,103.0,189.0,335.0,https://img.pokemondb.net/artwork/nihilego.jpg,7.0
794,Buzzwole,Bug Fighting,Swollen Pokémon,2.4,"7,10",333.6,735.5,1. Beast Boost,294 (Sun/Moon — Alola dex)394 (U.Sun/U.Moon — Alola dex),"1 Attack, 2 Defense",45.0,"5.9% with PokéBall, full HP",0.0,lower than normal,257.0,Slow,Undiscovered,Genderless,,120.0,"30,584–30,840 steps",107.0,324.0,418.0,139.0,254.0,414.0,139.0,254.0,414.0,53.0,99.0,225.0,53.0,99.0,225.0,79.0,146.0,282.0,https://img.pokemondb.net/artwork/buzzwole.jpg,7.0
795,Pheromosa,Bug Fighting,Lissome Pokémon,1.8,"5,11",25.0,55.1,1. Beast Boost,295 (Sun/Moon — Alola dex)395 (U.Sun/U.Moon — Alola dex),3 Speed,45.0,"5.9% with PokéBall, full HP",0.0,lower than normal,257.0,Slow,Undiscovered,Genderless,,120.0,"30,584–30,840 steps",71.0,252.0,346.0,137.0,251.0,410.0,37.0,71.0,190.0,137.0,251.0,410.0,37.0,71.0,190.0,151.0,276.0,441.0,https://img.pokemondb.net/artwork/pheromosa.jpg,7.0
796,Xurkitree,Electric,Glowing Pokémon,3.8,"12,06",100.0,220.5,1. Beast Boost,296 (Sun/Moon — Alola dex)396 (U.Sun/U.Moon — Alola dex),3 Special Attack,45.0,"5.9% with PokéBall, full HP",0.0,lower than normal,257.0,Slow,Undiscovered,Genderless,,120.0,"30,584–30,840 steps",83.0,276.0,370.0,89.0,164.0,304.0,71.0,132.0,265.0,173.0,315.0,489.0,71.0,132.0,265.0,83.0,153.0,291.0,https://img.pokemondb.net/artwork/xurkitree.jpg,7.0
797,Celesteela,Steel Flying,Launch Pokémon,9.2,"30,02",999.9,2204.4,1. Beast Boost,297 (Sun/Moon — Alola dex)397 (U.Sun/U.Moon — Alola dex),"1 Attack, 1 Defense, 1 Special Attack",45.0,"5.9% with PokéBall, full HP",0.0,lower than normal,257.0,Slow,Undiscovered,Genderless,,120.0,"30,584–30,840 steps",97.0,304.0,398.0,101.0,186.0,331.0,103.0,189.0,335.0,107.0,197.0,344.0,101.0,186.0,331.0,61.0,114.0,243.0,https://img.pokemondb.net/artwork/celesteela.jpg,7.0
798,Kartana,Grass Steel,Drawn Sword Pokémon,0.3,"1,00",0.1,0.2,1. Beast Boost,298 (Sun/Moon — Alola dex)398 (U.Sun/U.Moon — Alola dex),3 Attack,45.0,"5.9% with PokéBall, full HP",0.0,lower than normal,257.0,Slow,Undiscovered,Genderless,,120.0,"30,584–30,840 steps",59.0,228.0,322.0,181.0,330.0,507.0,131.0,240.0,397.0,59.0,110.0,238.0,31.0,60.0,177.0,109.0,200.0,348.0,https://img.pokemondb.net/artwork/kartana.jpg,7.0
799,Guzzlord,Dark Dragon,Junkivore Pokémon,5.5,"18,01",888.0,1957.7,1. Beast Boost,299 (Sun/Moon — Alola dex)399 (U.Sun/U.Moon — Alola dex),3 HP,45.0,"5.9% with PokéBall, full HP",0.0,lower than normal,257.0,Slow,Undiscovered,Genderless,,120.0,"30,584–30,840 steps",223.0,556.0,650.0,101.0,186.0,331.0,53.0,99.0,225.0,97.0,179.0,322.0,53.0,99.0,225.0,43.0,81.0,203.0,https://img.pokemondb.net/artwork/guzzlord.jpg,7.0
800,Necrozma,Psychic,Prism Pokémon,2.4,"7,10",230.0,507.1,1. Prism Armor,300 (Sun/Moon — Alola dex)400 (U.Sun/U.Moon — Alola dex),"1 Attack, 2 Special Attack",255.0,"33.3% with PokéBall, full HP",0.0,lower than normal,270.0,Slow,Undiscovered,Genderless,,120.0,"30,584–30,840 steps",97.0,304.0,398.0,107.0,197.0,344.0,101.0,186.0,331.0,127.0,233.0,388.0,89.0,164.0,304.0,79.0,146.0,282.0,https://img.pokemondb.net/artwork/necrozma.jpg,7.0
801,Magearna,Steel Fairy,Artificial Pokémon,1.0,"3,03",80.5,177.5,1. Soul-Heart,301 (Sun/Moon — Alola dex)401 (U.Sun/U.Moon — Alola dex),3 Special Attack,3.0,"0.4% with PokéBall, full HP",0.0,lower than normal,270.0,Slow,Undiscovered,Genderless,,120.0,"30,584–30,840 steps",80.0,270.0,364.0,95.0,175.0,317.0,115.0,211.0,361.0,130.0,238.0,394.0,115.0,211.0,361.0,65.0,121.0,251.0,https://img.pokemondb.net/artwork/magearna.jpg,7.0
802,Marshadow,Fighting Ghost,Gloomdweller Pokémon,0.7,"2,04",22.2,48.9,1. Technician,302 (Sun/Moon — Alola dex)402 (U.Sun/U.Moon — Alola dex),"2 Attack, 1 Speed",3.0,"0.4% with PokéBall, full HP",0.0,lower than normal,270.0,Slow,Undiscovered,Genderless,,120.0,"30,584–30,840 steps",90.0,290.0,384.0,125.0,229.0,383.0,80.0,148.0,284.0,90.0,166.0,306.0,90.0,166.0,306.0,125.0,229.0,383.0,https://img.pokemondb.net/artwork/marshadow.jpg,7.0
803,Poipole,Poison,Poison Pin Pokémon,0.6,"2,00",1.8,4.0,1. Beast Boost,261 (U.Sun/U.Moon — Alola dex),1 Speed,45.0,"5.9% with PokéBall, full HP",0.0,lower than normal,189.0,Slow,Undiscovered,Genderless,,120.0,"30,584–30,840 steps",67.0,244.0,338.0,73.0,135.0,269.0,67.0,125.0,256.0,73.0,135.0,269.0,67.0,125.0,256.0,73.0,135.0,269.0,https://img.pokemondb.net/artwork/poipole.jpg,7.0
804,Naganadel,Poison Dragon,Poison Pin Pokémon,3.6,"11,10",150.0,330.7,1. Beast Boost,262 (U.Sun/U.Moon — Alola dex),3 Special Attack,45.0,"5.9% with PokéBall, full HP",0.0,lower than normal,243.0,Slow,Undiscovered,Genderless,,120.0,"30,584–30,840 steps",73.0,256.0,350.0,73.0,135.0,269.0,73.0,135.0,269.0,127.0,233.0,388.0,73.0,135.0,269.0,121.0,222.0,375.0,https://img.pokemondb.net/artwork/naganadel.jpg,7.0
805,Stakataka,Rock Steel,Rampart Pokémon,5.5,"18,01",820.0,1807.8,1. Beast Boost,391 (U.Sun/U.Moon — Alola dex),3 Defense,30.0,"3.9% with PokéBall, full HP",0.0,lower than normal,257.0,Slow,Undiscovered,Genderless,,120.0,"30,584–30,840 steps",61.0,232.0,326.0,131.0,240.0,397.0,211.0,384.0,573.0,53.0,99.0,225.0,101.0,186.0,331.0,13.0,27.0,137.0,https://img.pokemondb.net/artwork/stakataka.jpg,7.0
806,Blacephalon,Fire Ghost,Fireworks Pokémon,1.8,"5,11",13.0,28.7,1. Beast Boost,392 (U.Sun/U.Moon — Alola dex),3 Special Attack,30.0,"3.9% with PokéBall, full HP",0.0,lower than normal,257.0,Slow,Undiscovered,Genderless,,120.0,"30,584–30,840 steps",53.0,216.0,310.0,127.0,233.0,388.0,53.0,99.0,225.0,151.0,276.0,441.0,79.0,146.0,282.0,107.0,197.0,344.0,https://img.pokemondb.net/artwork/blacephalon.jpg,7.0
807,Zeraora,Electric,Thunderclap Pokémon,1.5,"4,11",44.5,98.1,1. Volt Absorb,403 (U.Sun/U.Moon — Alola dex),3 Speed,3.0,"0.4% with PokéBall, full HP",0.0,lower than normal,270.0,Slow,Undiscovered,Genderless,,120.0,"30,584–30,840 steps",88.0,286.0,380.0,112.0,206.0,355.0,75.0,139.0,273.0,102.0,188.0,333.0,80.0,148.0,284.0,143.0,261.0,423.0,https://img.pokemondb.net/artwork/zeraora.jpg,7.0
808,Meltan,Steel,Hex Nut Pokémon,0.2,"0,08",8.0,17.6,1. Magnet Pull,152 (Let's Go Pikachu/Let's Go Eevee),1 Attack,3.0,"0.4% with PokéBall, full HP",0.0,lower than normal,150.0,Slow,Undiscovered,Genderless,,120.0,"30,584–30,840 steps",46.0,202.0,296.0,65.0,121.0,251.0,65.0,121.0,251.0,55.0,103.0,229.0,35.0,67.0,185.0,34.0,65.0,183.0,https://img.pokemondb.net/artwork/meltan.jpg,7.0
809,Melmetal,Steel,Hex Nut Pokémon,2.5,"8,02",800.0,1763.7,1. Iron Fist,153 (Let's Go Pikachu/Let's Go Eevee),3 Attack,3.0,"0.4% with PokéBall, full HP",0.0,lower than normal,300.0,Slow,Undiscovered,Genderless,,120.0,"30,584–30,840 steps",135.0,380.0,474.0,143.0,261.0,423.0,143.0,261.0,423.0,80.0,148.0,284.0,65.0,121.0,251.0,34.0,65.0,183.0,https://img.pokemondb.net/artwork/melmetal.jpg,8.0
810,Grookey,Grass,Chimp Pokémon,0.3,"1,00",5.0,11.0,1. OvergrowGrassy Surge (hidden ability),001 (Sword/Shield),1 Attack,45.0,"5.9% with PokéBall, full HP",50.0,normal,62.0,Medium Slow,"Field, Grass",87.5,12.5,20.0,"4,884–5,140 steps",50.0,210.0,304.0,65.0,121.0,251.0,50.0,94.0,218.0,40.0,76.0,196.0,40.0,76.0,196.0,65.0,121.0,251.0,https://img.pokemondb.net/artwork/grookey.jpg,8.0
811,Thwackey,Grass,Beat Pokémon,0.7,"2,04",14.0,30.9,1. OvergrowGrassy Surge (hidden ability),002 (Sword/Shield),2 Attack,45.0,"5.9% with PokéBall, full HP",50.0,normal,147.0,Medium Slow,"Field, Grass",87.5,12.5,20.0,"4,884–5,140 steps",70.0,250.0,344.0,85.0,157.0,295.0,70.0,130.0,262.0,55.0,103.0,229.0,60.0,112.0,240.0,80.0,148.0,284.0,https://img.pokemondb.net/artwork/thwackey.jpg,8.0
812,Rillaboom,Grass,Drummer Pokémon,2.1,"6,11",90.0,198.4,1. OvergrowGrassy Surge (hidden ability),003 (Sword/Shield),3 Attack,45.0,"5.9% with PokéBall, full HP",50.0,normal,265.0,Medium Slow,"Field, Grass",87.5,12.5,20.0,"4,884–5,140 steps",100.0,310.0,404.0,125.0,229.0,383.0,90.0,166.0,306.0,60.0,112.0,240.0,70.0,130.0,262.0,85.0,157.0,295.0,https://img.pokemondb.net/artwork/rillaboom.jpg,8.0
813,Scorbunny,Fire,Rabbit Pokémon,0.3,"1,00",4.5,9.9,1. BlazeLibero (hidden ability),004 (Sword/Shield),1 Speed,45.0,"5.9% with PokéBall, full HP",50.0,normal,62.0,Medium Slow,"Field, Human-Like",87.5,12.5,20.0,"4,884–5,140 steps",50.0,210.0,304.0,71.0,132.0,265.0,40.0,76.0,196.0,40.0,76.0,196.0,40.0,76.0,196.0,69.0,128.0,260.0,https://img.pokemondb.net/artwork/scorbunny.jpg,8.0
814,Raboot,Fire,Rabbit Pokémon,0.6,"2,00",9.0,19.8,1. BlazeLibero (hidden ability),005 (Sword/Shield),2 Speed,45.0,"5.9% with PokéBall, full HP",50.0,normal,147.0,Medium Slow,"Field, Human-Like",87.5,12.5,20.0,"4,884–5,140 steps",65.0,240.0,334.0,86.0,159.0,298.0,60.0,112.0,240.0,55.0,103.0,229.0,60.0,112.0,240.0,94.0,173.0,315.0,https://img.pokemondb.net/artwork/raboot.jpg,8.0
815,Cinderace,Fire,Striker Pokémon,1.4,"4,07",33.0,72.8,1. BlazeLibero (hidden ability),006 (Sword/Shield),3 Speed,45.0,"5.9% with PokéBall, full HP",50.0,normal,265.0,Medium Slow,"Field, Human-Like",87.5,12.5,20.0,"4,884–5,140 steps",80.0,270.0,364.0,116.0,213.0,364.0,75.0,139.0,273.0,65.0,121.0,251.0,75.0,139.0,273.0,119.0,218.0,370.0,https://img.pokemondb.net/artwork/cinderace.jpg,8.0
816,Sobble,Water,Water Lizard Pokémon,0.3,"1,00",4.0,8.8,1. TorrentSniper (hidden ability),007 (Sword/Shield),"1 Special Defense, 1 Speed",45.0,"5.9% with PokéBall, full HP",50.0,normal,62.0,Medium Slow,"Field, Water 1",87.5,12.5,20.0,"4,884–5,140 steps",50.0,210.0,304.0,40.0,76.0,196.0,40.0,76.0,196.0,70.0,130.0,262.0,40.0,76.0,196.0,70.0,130.0,262.0,https://img.pokemondb.net/artwork/sobble.jpg,8.0
817,Drizzile,Water,Water lizard Pokémon,0.7,"2,04",11.5,25.4,1. TorrentSniper (hidden ability),008 (Sword/Shield),2 Special Attack,45.0,"5.9% with PokéBall, full HP",50.0,normal,147.0,Medium Slow,"Field, Water 1",87.5,12.5,20.0,"4,884–5,140 steps",65.0,240.0,334.0,60.0,112.0,240.0,55.0,103.0,229.0,95.0,175.0,317.0,55.0,103.0,229.0,90.0,166.0,306.0,https://img.pokemondb.net/artwork/drizzile.jpg,8.0
818,Inteleon,Water,Secret Agent Pokémon,1.9,"6,03",45.2,99.6,1. TorrentSniper (hidden ability),009 (Sword/Shield),3 Speed,45.0,"5.9% with PokéBall, full HP",50.0,normal,265.0,Medium Slow,"Field, Water 1",87.5,12.5,20.0,"4,884–5,140 steps",70.0,250.0,344.0,85.0,157.0,295.0,65.0,121.0,251.0,125.0,229.0,383.0,65.0,121.0,251.0,120.0,220.0,372.0,https://img.pokemondb.net/artwork/inteleon.jpg,8.0
819,Skwovet,Normal,Cheeky Pokémon,0.3,"1,00",2.5,5.5,1. Cheek PouchGluttony (hidden ability),024 (Sword/Shield)009 (The Isle of Armor)005 (The Crown Tundra),1 HP,255.0,"33.3% with PokéBall, full HP",50.0,normal,55.0,Medium Fast,Field,50,50.0,20.0,"4,884–5,140 steps",70.0,250.0,344.0,55.0,103.0,229.0,55.0,103.0,229.0,35.0,67.0,185.0,35.0,67.0,185.0,25.0,49.0,163.0,https://img.pokemondb.net/artwork/skwovet.jpg,8.0
820,Greedent,Normal,Greedy Pokémon,0.6,"2,00",6.0,13.2,1. Cheek PouchGluttony (hidden ability),025 (Sword/Shield)010 (The Isle of Armor)006 (The Crown Tundra),2 HP,90.0,"11.8% with PokéBall, full HP",50.0,normal,161.0,Medium Fast,Field,50,50.0,20.0,"4,884–5,140 steps",120.0,350.0,444.0,95.0,175.0,317.0,95.0,175.0,317.0,55.0,103.0,229.0,75.0,139.0,273.0,20.0,40.0,152.0,https://img.pokemondb.net/artwork/greedent.jpg,8.0
821,Rookidee,Flying,Tiny Bird Pokémon,0.2,"0,08",1.8,4.0,1. Keen Eye2. UnnerveBig Pecks (hidden ability),021 (Sword/Shield)163 (The Crown Tundra),1 Speed,255.0,"33.3% with PokéBall, full HP",50.0,normal,49.0,Medium Slow,Flying,50,50.0,15.0,"3,599–3,855 steps",38.0,186.0,280.0,47.0,89.0,212.0,35.0,67.0,185.0,33.0,63.0,181.0,35.0,67.0,185.0,57.0,107.0,234.0,https://img.pokemondb.net/artwork/rookidee.jpg,8.0
822,Corvisquire,Flying,Raven Pokémon,0.8,"2,07",16.0,35.3,1. Keen Eye2. UnnerveBig Pecks (hidden ability),022 (Sword/Shield)164 (The Crown Tundra),2 Speed,120.0,"15.7% with PokéBall, full HP",50.0,normal,128.0,Medium Slow,Flying,50,50.0,15.0,"3,599–3,855 steps",68.0,246.0,340.0,67.0,125.0,256.0,55.0,103.0,229.0,43.0,81.0,203.0,55.0,103.0,229.0,77.0,143.0,278.0,https://img.pokemondb.net/artwork/corvisquire.jpg,8.0
823,Corviknight,Flying Steel,Raven Pokémon,2.2,"7,03",75.0,165.3,1. Pressure2. UnnerveMirror Armor (hidden ability),023 (Sword/Shield)165 (The Crown Tundra),3 Defense,45.0,"5.9% with PokéBall, full HP",50.0,normal,248.0,Medium Slow,Flying,50,50.0,15.0,"3,599–3,855 steps",98.0,306.0,400.0,87.0,161.0,300.0,105.0,193.0,339.0,53.0,99.0,225.0,85.0,157.0,295.0,67.0,125.0,256.0,https://img.pokemondb.net/artwork/corviknight.jpg,8.0
